,Date,Over,Over category,BattingOrder,WicketsInHand,Non Striker,Bowler,Bowler Type,3Yr_Econ_Avg,3Yr_Wickets_Total,Status,Opposition,Venue,Runs,CumulativeRunsForBowler
2210,2015-04-29,5.1,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,70
2211,2015-04-29,5.2,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,73
2212,2015-04-29,5.3,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,76
2213,2015-04-29,5.4,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,79
2214,2015-04-29,5.5,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,82
2215,2015-04-29,5.6,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,1,85
2216,2015-04-29,5.8,Power Play,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,1,88
2221,2015-04-29,7.1,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,0,15
2222,2015-04-29,7.2,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,0,18
2223,2015-04-29,7.3,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,0,21
2224,2015-04-29,7.4,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,1,24
2225,2015-04-29,8.2,Middle Overs (6-10),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,4,91
2226,2015-04-29,8.3,Middle Overs (6-10),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,94
2227,2015-04-29,8.4,Middle Overs (6-10),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,97
2228,2015-04-29,8.5,Middle Overs (6-10),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,0,100
2229,2015-04-29,8.6,Middle Overs (6-10),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Bangalore,2,103
2230,2015-04-29,9.6,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,0,27
2231,2015-04-29,10.2,Middle Overs (10-16),3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,1,59
2232,2015-04-29,10.7,Middle Overs (10-16),3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Bangalore,2,62
2233,2015-04-29,11.3,Middle Overs (10-16),3,5,KD Karthik,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,2,30
2234,2015-04-29,11.4,Middle Overs (10-16),3,5,KD Karthik,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,6,33
2235,2015-04-29,11.5,Middle Overs (10-16),3,5,KD Karthik,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Bangalore,1,36
2240,2015-05-02,4.1,Power Play,3,7,V Kohli,PP Chawla,Right-arm legbreak,7.393,41.0,Not Out,Kolkata Knight Riders,Bangalore,0,131
2241,2015-05-02,4.2,Power Play,3,7,V Kohli,PP Chawla,Right-arm legbreak,7.393,41.0,Not Out,Kolkata Knight Riders,Bangalore,1,134
2242,2015-05-02,4.4,Power Play,3,7,V Kohli,PP Chawla,Right-arm legbreak,7.393,41.0,bowled,Kolkata Knight Riders,Bangalore,0,137
2248,2015-05-04,3.2,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Chennai,0,3
2249,2015-05-04,3.3,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Chennai,1,6
2250,2015-05-04,3.5,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Chennai,0,9
2251,2015-05-04,3.6,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Chennai,4,12
2281,2015-05-10,3.2,Power Play,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,90
2282,2015-05-10,3.3,Power Play,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,93
2283,2015-05-10,3.4,Power Play,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,96
2284,2015-05-10,3.5,Power Play,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,99
2285,2015-05-10,3.6,Power Play,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,102
2296,2015-05-10,7.2,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,2,147
2297,2015-05-10,7.3,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,1,150
2298,2015-05-10,7.5,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,4,153
2299,2015-05-10,7.6,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,6,156
2304,2015-05-10,9.1,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,1,159
2305,2015-05-10,9.4,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,0,162
2306,2015-05-10,9.5,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.697,44.0,Not Out,Mumbai Indians,Mumbai,1,165
2312,2015-05-10,12.2,Middle Overs (10-16),3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,1,105
2313,2015-05-10,12.5,Middle Overs (10-16),3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,4,108
2314,2015-05-10,12.6,Middle Overs (10-16),3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,111
2335,2015-05-10,18.1,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,4,114
2336,2015-05-10,18.2,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,0,117
2337,2015-05-10,18.3,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,1,120
2338,2015-05-10,18.5,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,2,123
2339,2015-05-10,18.6,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,4,126
2340,2015-05-10,18.7,Death Overs,3,7,V Kohli,SL Malinga,Right-arm fast,6.637,58.0,Not Out,Mumbai Indians,Mumbai,1,129
2353,2015-05-20,6.5,Middle Overs (6-10),3,7,V Kohli,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,1,3
2354,2015-05-20,8.1,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Pune,0,39
2355,2015-05-20,8.2,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Pune,0,42
2356,2015-05-20,8.3,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Pune,0,45
2357,2015-05-20,8.4,Middle Overs (6-10),3,6,Mandeep Singh,STR Binny,Right-arm medium,7.22,12.0,Not Out,Rajasthan Royals,Pune,1,48
2358,2015-05-20,9.1,Middle Overs (6-10),3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Pune,1,65
2359,2015-05-20,9.3,Middle Overs (6-10),3,6,Mandeep Singh,DS Kulkarni,Right-arm fast-medium,8.087,20.0,Not Out,Rajasthan Royals,Pune,1,68
2360,2015-05-20,10.1,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,2,106
2361,2015-05-20,10.2,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,2,109
2362,2015-05-20,10.3,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,4,112
2363,2015-05-20,10.4,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,1,115
2364,2015-05-20,10.6,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,118
2365,2015-05-20,11.3,Middle Overs (10-16),3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,1,80
2366,2015-05-20,11.5,Middle Overs (10-16),3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,1,83
2367,2015-05-20,12.1,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,1,6
2368,2015-05-20,12.4,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,0,9
2369,2015-05-20,12.5,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,0,12
2370,2015-05-20,12.6,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,0,15
2371,2015-05-20,13.3,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,121
2372,2015-05-20,13.6,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,124
2373,2015-05-20,13.7,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,127
2374,2015-05-20,13.8,Middle Overs (10-16),3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,1,130
2375,2015-05-20,14.1,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,6,18
2376,2015-05-20,14.2,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,1,21
2377,2015-05-20,14.4,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,6,24
2378,2015-05-20,14.5,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,4,27
2379,2015-05-20,14.6,Middle Overs (10-16),3,6,Mandeep Singh,Ankit Sharma,Left-arm orthodox,6.897,8.0,Not Out,Rajasthan Royals,Pune,1,30
2380,2015-05-20,15.1,Middle Overs (10-16),3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,2,86
2381,2015-05-20,15.2,Middle Overs (10-16),3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,1,89
2382,2015-05-20,16.1,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,4,133
2383,2015-05-20,16.2,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,136
2384,2015-05-20,16.3,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,4,139
2385,2015-05-20,16.4,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,0,142
2386,2015-05-20,16.5,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,2,145
2387,2015-05-20,16.6,Death Overs,3,6,Mandeep Singh,SR Watson,Right-arm fast-medium,7.333,26.0,Not Out,Rajasthan Royals,Pune,1,148
2391,2015-05-20,18.2,Death Overs,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,2,92
2392,2015-05-20,18.3,Death Overs,3,6,Mandeep Singh,JP Faulkner,Left-arm fast-medium,8.497,42.0,Not Out,Rajasthan Royals,Pune,1,95
2393,2015-05-22,4.2,Power Play,3,7,CH Gayle,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Ranchi,1,15
2394,2015-05-22,4.5,Power Play,3,7,CH Gayle,A Nehra,Left-arm fast-medium,8.867,30.0,Not Out,Chennai Super Kings,Ranchi,0,18
2395,2015-05-22,4.6,Power Play,3,7,CH Gayle,A Nehra,Left-arm fast-medium,8.867,30.0,lbw,Chennai Super Kings,Ranchi,0,21
2396,2016-04-12,1.4,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,69
2397,2016-04-12,1.5,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,1,72
2398,2016-04-12,1.7,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,75
2400,2016-04-12,3.1,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,0,24
2401,2016-04-12,3.2,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,4,27
2402,2016-04-12,3.3,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,6,30
2403,2016-04-12,3.4,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,0,33
2404,2016-04-12,3.5,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,0,36
2405,2016-04-12,3.6,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,4,39
2406,2016-04-12,3.7,Power Play,3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,0,42
2407,2016-04-12,4.3,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,78
2408,2016-04-12,4.4,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,6,81
2409,2016-04-12,4.5,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,4,84
2410,2016-04-12,4.6,Power Play,3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,1,87
2413,2016-04-12,7.2,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,1,3
2414,2016-04-12,7.5,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,1,6
2415,2016-04-12,8.2,Middle Overs (6-10),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,3
2416,2016-04-12,8.6,Middle Overs (6-10),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,6
2417,2016-04-12,9.1,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,1,9
2418,2016-04-12,9.3,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,6,12
2419,2016-04-12,9.4,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,6,15
2420,2016-04-12,9.5,Middle Overs (6-10),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,1,18
2421,2016-04-12,10.1,Middle Overs (10-16),3,7,V Kohli,A Nehra,Left-arm fast-medium,8.49,41.0,Not Out,Sunrisers Hyderabad,Bangalore,1,45
2425,2016-04-12,11.1,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,9
2426,2016-04-12,11.3,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,12
2427,2016-04-12,11.5,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,4,15
2428,2016-04-12,11.6,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,4,18
2429,2016-04-12,12.4,Middle Overs (10-16),3,7,V Kohli,KV Sharma,Right-arm legbreak,7.45,36.0,Not Out,Sunrisers Hyderabad,Bangalore,0,21
2430,2016-04-12,13.2,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,21
2431,2016-04-12,13.6,Middle Overs (10-16),3,7,V Kohli,MC Henriques,Right-arm fast-medium,8.22,22.0,Not Out,Sunrisers Hyderabad,Bangalore,1,24
2436,2016-04-12,15.4,Middle Overs (10-16),3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,0,90
2437,2016-04-12,15.5,Middle Overs (10-16),3,7,V Kohli,B Kumar,Right-arm fast-medium,7.007,51.0,Not Out,Sunrisers Hyderabad,Bangalore,1,93
2440,2016-04-17,0.4,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,0,43
2441,2016-04-17,0.5,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,4,46
2442,2016-04-17,0.6,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,4,49
2445,2016-04-17,2.2,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,0,52
2446,2016-04-17,2.3,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,1,55
2447,2016-04-17,2.6,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,1,58
2450,2016-04-17,4.2,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,1,61
2451,2016-04-17,4.4,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,4,64
2452,2016-04-17,4.5,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,4,67
2453,2016-04-17,4.6,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Bangalore,4,70
2457,2016-04-17,6.2,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,4,3
2458,2016-04-17,6.3,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,1,6
2459,2016-04-17,6.5,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,1,9
2460,2016-04-17,7.5,Middle Overs (6-10),3,7,V Kohli,A Mishra,Right-arm legbreak,7.707,37.0,Not Out,Delhi Capitals,Bangalore,1,47
2461,2016-04-17,8.2,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,1,12
2462,2016-04-17,8.4,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,0,15
2463,2016-04-17,8.5,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,4,18
2464,2016-04-17,8.6,Middle Overs (6-10),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,1,21
2465,2016-04-17,9.1,Middle Overs (6-10),3,7,V Kohli,A Mishra,Right-arm legbreak,7.707,37.0,Not Out,Delhi Capitals,Bangalore,1,50
2466,2016-04-17,9.3,Middle Overs (6-10),3,7,V Kohli,A Mishra,Right-arm legbreak,7.707,37.0,Not Out,Delhi Capitals,Bangalore,2,53
2467,2016-04-17,9.4,Middle Overs (6-10),3,7,V Kohli,A Mishra,Right-arm legbreak,7.707,37.0,Not Out,Delhi Capitals,Bangalore,0,56
2468,2016-04-17,9.5,Middle Overs (6-10),3,7,V Kohli,A Mishra,Right-arm legbreak,7.707,37.0,Not Out,Delhi Capitals,Bangalore,1,59
2469,2016-04-17,10.2,Middle Overs (10-16),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,0,24
2470,2016-04-17,10.3,Middle Overs (10-16),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,0,27
2471,2016-04-17,10.4,Middle Overs (10-16),3,7,V Kohli,P Negi,Left-arm orthodox,8.703,6.0,Not Out,Delhi Capitals,Bangalore,1,30
2477,2016-04-20,5.2,Power Play,3,7,V Kohli,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Mumbai,1,3
2478,2016-04-20,5.4,Power Play,3,7,V Kohli,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Mumbai,1,6
2479,2016-04-20,6.1,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,0,168
2480,2016-04-20,6.2,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,1,171
2481,2016-04-20,6.6,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,0,174
2482,2016-04-20,6.7,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,4,177
2486,2016-04-20,8.4,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,4,180
2487,2016-04-20,8.5,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,1,183
2488,2016-04-20,8.7,Middle Overs (6-10),3,7,V Kohli,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Mumbai,1,186
2496,2016-04-22,4.1,Power Play,3,7,V Kohli,Ankit Sharma,Left-arm orthodox,7.337,7.0,Not Out,Rising Pune Supergiants,Pune,1,33
2497,2016-04-22,4.3,Power Play,3,7,V Kohli,Ankit Sharma,Left-arm orthodox,7.337,7.0,Not Out,Rising Pune Supergiants,Pune,4,36
2498,2016-04-22,4.4,Power Play,3,7,V Kohli,Ankit Sharma,Left-arm orthodox,7.337,7.0,Not Out,Rising Pune Supergiants,Pune,1,39
2499,2016-04-22,5.4,Power Play,3,7,V Kohli,I Sharma,Right-arm fast-medium,9.447,19.0,Not Out,Rising Pune Supergiants,Pune,4,28
2500,2016-04-22,5.5,Power Play,3,7,V Kohli,I Sharma,Right-arm fast-medium,9.447,19.0,Not Out,Rising Pune Supergiants,Pune,0,31
2501,2016-04-22,5.6,Power Play,3,7,V Kohli,I Sharma,Right-arm fast-medium,9.447,19.0,Not Out,Rising Pune Supergiants,Pune,1,34
2502,2016-04-22,6.1,Middle Overs (6-10),3,7,V Kohli,R Bhatia,Right-arm medium,8.07,23.0,Not Out,Rising Pune Supergiants,Pune,1,67
2503,2016-04-22,6.4,Middle Overs (6-10),3,7,V Kohli,R Bhatia,Right-arm medium,8.07,23.0,Not Out,Rising Pune Supergiants,Pune,1,70
2504,2016-04-22,6.6,Middle Overs (6-10),3,7,V Kohli,R Bhatia,Right-arm medium,8.07,23.0,Not Out,Rising Pune Supergiants,Pune,1,73
2505,2016-04-22,7.1,Middle Overs (6-10),3,7,V Kohli,R Ashwin,Right-arm offbreak,6.62,41.0,Not Out,Rising Pune Supergiants,Pune,1,47
