,Over,Bowler,Non_Striker,Runs,Extras,Extra Type,Opposition,Venue,Year
1014,10.5,S Nadeem,MM Ali,1,1,noballs,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1015,10.7,S Nadeem,S Dube,2,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1016,10.8,S Nadeem,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1017,11.1,Rashid Khan,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1018,11.3,Rashid Khan,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1019,12.1,S Nadeem,S Dube,4,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1020,12.2,S Nadeem,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1021,12.4,S Nadeem,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1022,12.6,S Nadeem,S Dube,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1023,13.2,T Natarajan,S Dube,4,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1024,13.3,T Natarajan,S Dube,2,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1025,13.4,T Natarajan,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1026,14.2,Rashid Khan,S Dube,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1027,14.3,Rashid Khan,S Dube,2,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1028,14.4,Rashid Khan,S Dube,4,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1029,14.5,Rashid Khan,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1030,15.1,JO Holder,S Dube,2,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1031,15.2,JO Holder,S Dube,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1032,15.7,JO Holder,Washington Sundar,4,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1033,16.4,Sandeep Sharma,Washington Sundar,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1034,16.6,Sandeep Sharma,Washington Sundar,2,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1035,17.2,T Natarajan,NA Saini,1,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1036,17.5,T Natarajan,NA Saini,0,0,legal,Sunrisers Hyderabad,Abu Dhabi,2020-11-06
1037,12.4,JJ Bumrah,GJ Maxwell,0,0,legal,Mumbai Indians,Chennai,2021-04-09
1038,12.5,JJ Bumrah,GJ Maxwell,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1039,13.1,RD Chahar,GJ Maxwell,0,0,legal,Mumbai Indians,Chennai,2021-04-09
1040,13.2,RD Chahar,GJ Maxwell,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1041,13.4,RD Chahar,GJ Maxwell,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1042,14.4,M Jansen,Shahbaz Ahmed,0,0,legal,Mumbai Indians,Chennai,2021-04-09
1043,14.5,M Jansen,Shahbaz Ahmed,0,0,legal,Mumbai Indians,Chennai,2021-04-09
1044,14.6,M Jansen,Shahbaz Ahmed,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1045,15.1,RD Chahar,DT Christian,4,0,legal,Mumbai Indians,Chennai,2021-04-09
1046,15.2,RD Chahar,DT Christian,6,0,legal,Mumbai Indians,Chennai,2021-04-09
1047,15.3,RD Chahar,DT Christian,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1048,15.5,RD Chahar,DT Christian,2,0,legal,Mumbai Indians,Chennai,2021-04-09
1049,15.6,RD Chahar,DT Christian,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1050,16.1,JJ Bumrah,DT Christian,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1051,16.6,JJ Bumrah,KA Jamieson,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1052,17.1,TA Boult,KA Jamieson,6,0,legal,Mumbai Indians,Chennai,2021-04-09
1053,17.2,TA Boult,KA Jamieson,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1054,17.4,TA Boult,KA Jamieson,4,0,legal,Mumbai Indians,Chennai,2021-04-09
1055,17.5,TA Boult,KA Jamieson,2,0,legal,Mumbai Indians,Chennai,2021-04-09
1056,17.6,TA Boult,KA Jamieson,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1057,18.1,JJ Bumrah,KA Jamieson,4,0,legal,Mumbai Indians,Chennai,2021-04-09
1058,18.2,JJ Bumrah,KA Jamieson,2,0,legal,Mumbai Indians,Chennai,2021-04-09
1059,18.3,JJ Bumrah,KA Jamieson,4,0,legal,Mumbai Indians,Chennai,2021-04-09
1060,18.4,JJ Bumrah,KA Jamieson,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1061,18.6,JJ Bumrah,HV Patel,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1062,19.1,M Jansen,HV Patel,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1063,19.4,M Jansen,HV Patel,1,0,legal,Mumbai Indians,Chennai,2021-04-09
1064,12.4,JO Holder,GJ Maxwell,0,0,legal,Sunrisers Hyderabad,Chennai,2021-04-14
1065,12.5,JO Holder,GJ Maxwell,0,0,legal,Sunrisers Hyderabad,Chennai,2021-04-14
1066,12.6,JO Holder,GJ Maxwell,0,0,legal,Sunrisers Hyderabad,Chennai,2021-04-14
1067,13.2,Rashid Khan,GJ Maxwell,1,0,legal,Sunrisers Hyderabad,Chennai,2021-04-14
1068,13.4,Rashid Khan,GJ Maxwell,0,0,legal,Sunrisers Hyderabad,Chennai,2021-04-14
1069,11.5,M Prasidh Krishna,GJ Maxwell,2,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1070,11.6,M Prasidh Krishna,GJ Maxwell,3,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1071,12.1,CV Varun,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1072,12.3,CV Varun,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1073,12.5,CV Varun,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1074,13.1,PJ Cummins,GJ Maxwell,2,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1075,13.2,PJ Cummins,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1076,13.4,PJ Cummins,GJ Maxwell,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1077,13.5,PJ Cummins,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1078,14.1,CV Varun,GJ Maxwell,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1079,14.2,CV Varun,GJ Maxwell,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1080,14.3,CV Varun,GJ Maxwell,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1081,14.4,CV Varun,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1082,15.1,M Prasidh Krishna,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1083,15.3,M Prasidh Krishna,GJ Maxwell,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1084,15.4,M Prasidh Krishna,GJ Maxwell,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1085,15.5,M Prasidh Krishna,GJ Maxwell,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1086,15.6,M Prasidh Krishna,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1087,16.1,PJ Cummins,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1088,16.4,PJ Cummins,GJ Maxwell,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1089,17.1,AD Russell,KA Jamieson,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1090,17.2,AD Russell,KA Jamieson,0,1,wides,Kolkata Knight Riders,Chennai,2021-04-18
1091,17.3,AD Russell,KA Jamieson,6,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1092,17.4,AD Russell,KA Jamieson,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1093,17.5,AD Russell,KA Jamieson,2,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1094,17.6,AD Russell,KA Jamieson,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1095,17.7,AD Russell,KA Jamieson,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1096,18.5,Harbhajan Singh,KA Jamieson,6,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1097,18.6,Harbhajan Singh,KA Jamieson,1,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1098,19.1,AD Russell,KA Jamieson,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1099,19.2,AD Russell,KA Jamieson,6,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1100,19.3,AD Russell,KA Jamieson,2,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1101,19.4,AD Russell,KA Jamieson,0,1,wides,Kolkata Knight Riders,Chennai,2021-04-18
1102,19.5,AD Russell,KA Jamieson,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1103,19.6,AD Russell,KA Jamieson,0,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1104,19.7,AD Russell,KA Jamieson,4,0,legal,Kolkata Knight Riders,Chennai,2021-04-18
1105,6.5,RA Jadeja,GJ Maxwell,0,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1106,6.6,RA Jadeja,GJ Maxwell,0,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1107,7.4,Imran Tahir,GJ Maxwell,1,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1108,7.6,Imran Tahir,GJ Maxwell,0,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1109,8.4,RA Jadeja,GJ Maxwell,1,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1110,9.1,Imran Tahir,DT Christian,1,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1111,9.4,Imran Tahir,DT Christian,0,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1112,9.6,Imran Tahir,KA Jamieson,1,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1113,10.1,RA Jadeja,KA Jamieson,0,0,legal,Chennai Super Kings,Mumbai,2021-04-25
1114,8.5,A Mishra,RM Patidar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1115,8.6,A Mishra,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1116,9.1,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1117,9.3,AR Patel,RM Patidar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1118,9.4,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1119,9.6,AR Patel,RM Patidar,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1120,10.2,A Mishra,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1121,10.5,A Mishra,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1122,11.3,K Rabada,RM Patidar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1123,11.4,K Rabada,RM Patidar,4,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1124,11.5,K Rabada,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1125,12.1,AR Patel,RM Patidar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1126,12.2,AR Patel,RM Patidar,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1127,12.3,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1128,12.5,AR Patel,RM Patidar,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1129,12.6,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1130,13.1,I Sharma,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1131,13.3,I Sharma,RM Patidar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1132,13.4,I Sharma,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1133,14.1,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1134,14.3,AR Patel,RM Patidar,6,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1135,14.4,AR Patel,RM Patidar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1136,15.3,K Rabada,Washington Sundar,4,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1137,15.4,K Rabada,Washington Sundar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1138,15.6,K Rabada,Washington Sundar,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1139,16.2,Avesh Khan,Washington Sundar,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1140,16.3,Avesh Khan,Washington Sundar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1141,16.6,Avesh Khan,Washington Sundar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1142,17.1,K Rabada,Washington Sundar,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1143,17.2,K Rabada,Washington Sundar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1144,17.4,K Rabada,Washington Sundar,6,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1145,17.5,K Rabada,Washington Sundar,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1146,18.1,Avesh Khan,DR Sams,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1147,18.2,Avesh Khan,DR Sams,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1148,18.5,Avesh Khan,DR Sams,4,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1149,18.6,Avesh Khan,DR Sams,1,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1150,19.1,MP Stoinis,DR Sams,0,1,wides,Delhi Capitals,Ahmedabad,2021-04-27
1151,19.2,MP Stoinis,DR Sams,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1152,19.3,MP Stoinis,DR Sams,6,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1153,19.4,MP Stoinis,DR Sams,0,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1154,19.5,MP Stoinis,DR Sams,6,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1155,19.6,MP Stoinis,DR Sams,6,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1156,19.7,MP Stoinis,DR Sams,2,0,legal,Delhi Capitals,Ahmedabad,2021-04-27
1157,10.3,Harpreet Brar,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1158,10.4,Harpreet Brar,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1159,10.5,Harpreet Brar,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1160,10.6,Harpreet Brar,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1161,11.2,Ravi Bishnoi,RM Patidar,1,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1162,11.4,Ravi Bishnoi,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1163,11.5,Ravi Bishnoi,RM Patidar,1,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1164,11.7,Ravi Bishnoi,RM Patidar,1,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1165,12.1,Harpreet Brar,RM Patidar,0,0,legal,Punjab Kings,Ahmedabad,2021-04-30
1166,5.4,R Vinay Kumar,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1167,5.5,R Vinay Kumar,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1168,5.6,R Vinay Kumar,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1169,6.4,M Muralitharan,MA Agarwal,2,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1170,6.5,M Muralitharan,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1171,6.6,M Muralitharan,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1172,7.4,R Vinay Kumar,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1173,8.1,S Sreesanth,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1174,8.3,S Sreesanth,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1175,8.5,S Sreesanth,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1176,8.7,S Sreesanth,MA Agarwal,6,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1177,8.8,S Sreesanth,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1178,9.1,RA Jadeja,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1179,9.2,RA Jadeja,MA Agarwal,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1180,9.3,RA Jadeja,MA Agarwal,4,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1181,9.4,RA Jadeja,MA Agarwal,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1182,10.1,M Muralitharan,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1183,10.2,M Muralitharan,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1184,10.3,M Muralitharan,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1185,10.4,M Muralitharan,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1186,11.1,RA Jadeja,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1187,11.2,RA Jadeja,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1188,11.5,RA Jadeja,SS Tiwary,0,1,wides,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1189,11.6,RA Jadeja,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1190,12.2,M Muralitharan,SS Tiwary,6,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1191,12.3,M Muralitharan,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1192,13.2,R Vinay Kumar,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1193,13.3,R Vinay Kumar,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1194,13.4,R Vinay Kumar,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1195,14.7,RP Singh,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1196,15.1,RA Jadeja,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1197,15.2,RA Jadeja,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1198,15.4,RA Jadeja,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1199,15.6,RA Jadeja,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1200,16.1,M Muralitharan,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1201,16.3,M Muralitharan,SS Tiwary,0,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1202,16.4,M Muralitharan,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1203,17.2,RV Gomez,SS Tiwary,6,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1204,17.3,RV Gomez,SS Tiwary,1,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1205,17.5,RV Gomez,AUK Pathan,6,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1206,17.6,RV Gomez,AUK Pathan,6,0,legal,Kochi Tuskers Kerala,Kochi,09-Apr-2011
1207,5.2,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1208,5.5,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1209,5.6,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1210,6.1,KA Pollard,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1211,6.4,KA Pollard,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1212,6.6,KA Pollard,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1213,7.1,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1214,7.2,AG Murtaza,TM Dilshan,4,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1215,7.3,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1216,7.4,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1217,7.6,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1218,8.5,Harbhajan Singh,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1219,8.6,Harbhajan Singh,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1220,9.1,JEC Franklin,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1221,9.3,JEC Franklin,TM Dilshan,4,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1222,9.4,JEC Franklin,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1223,9.6,JEC Franklin,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1224,10.1,Harbhajan Singh,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1225,10.3,Harbhajan Singh,TM Dilshan,0,1,wides,Mumbai Indians,Bangalore,12-Apr-2011
1226,10.4,Harbhajan Singh,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1227,10.5,Harbhajan Singh,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1228,10.7,Harbhajan Singh,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1229,11.2,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1230,11.5,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1231,12.2,MM Patel,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1232,12.4,MM Patel,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1233,13.3,KA Pollard,TM Dilshan,4,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1234,13.4,KA Pollard,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1235,14.3,Harbhajan Singh,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1236,14.5,Harbhajan Singh,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1237,15.1,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1238,15.2,AG Murtaza,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1239,15.3,AG Murtaza,TM Dilshan,0,4,byes,Mumbai Indians,Bangalore,12-Apr-2011
1240,15.4,AG Murtaza,TM Dilshan,1,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1241,15.6,AG Murtaza,TM Dilshan,6,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1242,16.4,KA Pollard,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1243,16.5,KA Pollard,TM Dilshan,0,0,legal,Mumbai Indians,Bangalore,12-Apr-2011
1244,5.2,I Sharma,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1245,5.3,I Sharma,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1246,5.4,I Sharma,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1247,5.5,I Sharma,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1248,5.6,I Sharma,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1249,6.3,MS Gony,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1250,6.4,MS Gony,V Kohli,0,0,legal,Deccan Chargers,Hyderabad,14-Apr-2011
1251,5.1,JA Morkel,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1252,5.2,JA Morkel,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1253,5.5,JA Morkel,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1254,5.6,JA Morkel,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1255,6.3,S Randiv,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1256,6.5,S Randiv,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1257,6.6,S Randiv,V Kohli,2,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1258,7.3,SB Jakati,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1259,7.5,SB Jakati,V Kohli,4,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1260,7.6,SB Jakati,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1261,8.1,R Ashwin,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1262,8.2,R Ashwin,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1263,8.3,R Ashwin,V Kohli,0,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1264,8.4,R Ashwin,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1265,9.1,S Randiv,V Kohli,2,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1266,9.2,S Randiv,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1267,9.5,S Randiv,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1268,10.4,SB Jakati,V Kohli,1,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1269,10.6,SB Jakati,SS Tiwary,0,1,wides,Chennai Super Kings,Chennai,16-Apr-2011
1270,10.7,SB Jakati,SS Tiwary,3,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1271,11.1,R Ashwin,SS Tiwary,4,0,legal,Chennai Super Kings,Chennai,16-Apr-2011
1272,11.2,R Ashwin,SS Tiwary,0,1,legbyes,Chennai Super Kings,Chennai,16-Apr-2011
